013742.9 -571412 +0.095 -0.035  0.46 ACHERNAR
013851.8 -211631 +0.131 +0.036  5.58
013850.0 -250119 +0.001 +0.011  6.70
013940.8 +162421 +0.077 -0.015  5.97
014039.8 +431752 +0.127 -0.037  5.61
014034.8 +403437 +0.013 -0.025  4.94
014220.5 +680235 +0.052 -0.009  5.59
013848.2 -532620 -0.027 -0.046  6.84
014255.9 +703721 +0.077 -0.013  5.18
014203.0 +610218 +0.015 -0.007  6.71
014217.8 +583740 +0.019 -0.010  6.37
014147.2 +423649 +0.809 -0.154  4.95
014118.4 +254445 +0.118 -0.040  6.17
014139.2 +300250 -0.015 -0.006  5.99
013947.4 -561153 +0.310 -0.020  5.87
013947.8 -561141 +0.279 +0.020  5.76
014258.4 +612518 +0.004 +0.011  6.34
014125.9 +052915 -0.021 +0.002  4.44
014203.5 +351444 +0.049 -0.028  5.64
014319.7 +603304 +0.008 -0.020  5.78
014144.7 -111929 +0.043 -0.412  5.75
014229.8 +201607 -0.296 -0.672  5.24
014127.3 -380759 +0.050 +0.052  6.17
014316.5 +451920 +0.146 -0.017  6.34
014339.6 +504119 +0.026 -0.014  4.07
014208.6 -321937 -0.065 -0.025  5.25
014203.0 -364957 -0.028 -0.021  5.72
014417.9 +573211 +0.039 -0.040  6.21
014243.5 -034125 -0.007 -0.032  4.99
014141.1 -500220 -0.023 -0.020  6.64
014446.1 +570521 +0.014 -0.004  6.25
014350.0 +321130 -0.022 -0.007  6.34
014426.5 +460823 -0.009 -0.028  6.35
014148.0 -604722 +0.015 -0.041  5.71
014229.3 -534426 +0.171 -0.093  5.52
014354.8 -044556 -0.020 -0.032  6.19
014455.8 +200459 -0.041 -0.109  6.27
014404.1 -155615 -1.718 +0.856  3.50
014523.6 +090928 +0.073 +0.048  4.26 Torcularis Septentrionalis
014744.8 +635108 +0.582 -0.255  5.63
013755.6 -825830 +0.119 +0.120  5.87
014559.3 -054400 -0.007 -0.033  5.34
014538.8 -250309 +0.162 -0.057  5.31
014635.3 +172447 +0.053 +0.011  6.55
014121.3 -790854 +0.052 +0.009  6.33
014601.0 -272057 +0.095 -0.052  6.39
014748.0 +461347 +0.014 -0.056  6.32
014605.8 -504859 +0.034 -0.024  5.49
014606.3 -533119 +0.127 +0.056  5.04
014838.9 +375710 +0.112 -0.029  5.94
014810.9 +165720 +0.053 -0.036  5.84
014841.6 +324125 -0.167 +0.298  5.79
014716.8 -414536 +0.024 +0.042  6.18
013728.0 -844611 +0.034 +0.021  5.69
014915.7 +475349 -0.010 -0.002  5.82
014826.0 +034108 -0.006 +0.017  5.91
014747.8 -370935 +0.008 +0.011  6.32
015057.1 +515600 +0.041 -0.120  5.90
015008.5 +221631 -0.017 -0.008  5.86
014935.1 -104111 -0.146 -0.093  4.67
014919.5 -310422 +0.101 -0.026  6.34
015159.3 +550851 +0.014 -0.008  5.52
015052.0 +110236 -0.070 -0.027  5.94
014948.8 -382414 -0.003 +0.233  6.37
015209.4 +504734 +0.017 -0.026  5.79
015020.2 -474859 +0.124 +0.051  6.14
015250.8 +512829 -0.011 -0.009  6.26
015127.6 -102006 +0.041 -0.039  3.73 Baten Kaitos
015348.5 +553553 +0.049 +0.001  6.45
015054.5 -501222 -0.042 -0.003  5.94
015423.7 +634012 +0.032 -0.021  3.38
015317.3 +404347 -0.010 -0.006  5.40
015304.9 +293444 +0.011 -0.235  3.41 Metallah
015331.8 +191745 +0.078 -0.112  4.83
015331.8 +191737 +0.079 -0.104  4.75 Mesarthim
015252.1 -165545 +0.042 -0.053  5.80
015600.0 +684107 +0.013 -0.011  4.99
015333.3 +031115 +0.022 +0.023  4.62
014746.5 -801036 -0.074 -0.071  6.06
015453.8 +404207 +0.047 -0.066  6.24
015457.5 +370742 +0.021 -0.010  6.26
015438.4 +204829 +0.096 -0.111  2.64 Sharatan
015323.2 -383541 +0.131 +0.027  6.10
015338.8 -461809 -0.086 -0.087  4.41
015554.4 +371640 +0.004 -0.003  5.89
015609.3 +371506 +0.182 +0.006  5.67
015422.0 -422949 -0.028 -0.032  5.11
015551.0 +233438 +0.009 -0.013  5.74
015553.8 +015059 +0.158 +0.184  6.01
015833.3 +614153 +0.014 -0.008  6.02
015756.4 +414140 +0.012 -0.014  6.78
015721.1 +174903 +0.037 -0.018  5.10
015743.8 +274816 +0.026 -0.058  5.82
015640.2 -223137 +0.062 -0.029  4.85
015557.5 -513632 +0.681 +0.292  3.70
015938.0 +643717 +0.033 -0.020  5.26
015833.6 +491215 +0.010 +0.038  5.69
015755.7 +233546 -0.090 -0.013  4.79
015456.1 -673850 +0.074 +0.074  4.69
015546.4 -605141 +0.004 +0.056  6.06
020257.2 +775459 -0.004 -0.002  6.04
015700.1 -514558 +0.359 +0.248  6.10
015710.0 -472306 +0.103 +0.016  4.83
020157.4 +705425 -0.067 +0.004  4.54
015826.7 -330400 +0.008 -0.020  6.35
015935.7 +210330 +0.139 -0.022  5.87
015925.9 +121741 +0.008 -0.042  6.09
020310.5 +735102 -0.029 -0.005  6.23
020326.1 +722517 -0.045 +0.022  3.98
020507.4 +771653 +0.125 -0.056  5.38
020009.2 +030550 +0.231 -0.251  5.88
015946.1 -204928 +0.008 +0.019  5.41
015753.6 -652529 -0.010 -0.013  6.37
020000.3 -210440 +0.135 -0.024  4.00
020252.7 +645405 -0.002 -0.015  6.00
020026.9 -083125 +0.096 -0.010  5.51
015938.8 -420150 -0.054 -0.103  5.57
020300.3 +642324 +0.005 -0.005  5.58
020218.1 +542915 +0.035 -0.002  5.04
015846.2 -613411 +0.264 +0.027  2.86 Head of Hydrus
020531.2 +760654 -0.022 -0.021  5.22
015550.5 -782054 +0.096 +0.060  6.16
020114.7 -300006 -0.104 -0.109  5.35
020202.8 +024549 +0.033 -0.005  5.23
020202.8 +024549 +0.033 -0.005  4.33 Alrisha
020925.3 +811745 -0.036 +0.006  6.05
020440.1 +650612 +0.051 -0.032  6.52
020258.0 +331702 -0.016 -0.013  5.50
015941.1 -660359 +0.032 +0.006  6.10
020235.2 +132836 +0.016 -0.010  5.94
020142.4 -444249 -0.028 -0.053  5.14
020354.0 +421947 +0.045 -0.052  2.26 ALMAAK
020354.7 +421951 +0.037 -0.055  4.84
020339.3 +255608 +0.134 +0.022  5.63
